Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,10442,0.9671,0.9560,0.2440,0.2547,0.0857,0.0149,0.9143,0.9851
Black,1186,0.9334,0.8375,0.1105,0.1214,0.3194,0.0317,0.6806,0.9683
Amer-Indian-Eskimo,126,0.9048,0.7589,0.1349,0.0873,0.2727,0.0783,0.7273,0.9217
Asian-Pac-Islander,369,0.8266,0.7594,0.2114,0.2602,0.4271,0.0842,0.5729,0.9158
Other,88,0.9205,0.7721,0.0682,0.1250,0.5455,0.0130,0.4545,0.9870
