Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,10442,0.8480,0.7875,0.2117,0.2547,0.3827,0.0731,0.6173,0.9269
Black,1186,0.9283,0.8037,0.0818,0.1214,0.4583,0.0182,0.5417,0.9818
Amer-Indian-Eskimo,126,0.8889,0.6998,0.1190,0.0873,0.4545,0.0783,0.5455,0.9217
Asian-Pac-Islander,369,0.8374,0.7726,0.2060,0.2602,0.4167,0.0733,0.5833,0.9267
Other,88,0.9091,0.7525,0.0795,0.1250,0.5455,0.0260,0.4545,0.9740
