Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
male : single,163,0.8528,0.8479,0.5706,0.6074,0.1515,0.1406,0.8485,0.8594
female : divorced/separated/married,114,0.8684,0.8667,0.4123,0.4737,0.2037,0.0667,0.7963,0.9333
male : divorced/separated,26,0.8846,0.7984,0.1154,0.2308,0.5000,0.0000,0.5000,1.0000
male : married/widowed,47,0.8085,0.7548,0.1915,0.3404,0.5000,0.0323,0.5000,0.9677
