Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Mid-Career,97,0.8557,0.8511,0.3711,0.4536,0.2500,0.0566,0.7500,0.9434
Early-Middle,98,0.8980,0.8976,0.4898,0.5714,0.1607,0.0238,0.8393,0.9762
Young,117,0.8120,0.8113,0.4359,0.5043,0.2542,0.1207,0.7458,0.8793
Late-Career,38,0.8684,0.8661,0.4474,0.4211,0.1250,0.1364,0.8750,0.8636
