Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,15671,0.8871,0.8870,0.5020,0.5034,0.1136,0.1123,0.8864,0.8877
Black,1633,0.9424,0.9374,0.3546,0.3619,0.0897,0.0393,0.9103,0.9607
Other,553,0.9747,0.9489,0.8499,0.8608,0.0210,0.0519,0.9790,0.9481
Asian-Pac-Islander,563,0.8739,0.8739,0.5027,0.5151,0.1345,0.1172,0.8655,0.8828
Amer-Indian-Eskimo,158,0.9114,0.8882,0.2722,0.2722,0.1628,0.0609,0.8372,0.9391
