Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Late-Middle,4499,0.8526,0.8432,0.6250,0.6204,0.1150,0.2002,0.8850,0.7998
Early-Middle,8636,0.8908,0.8817,0.6435,0.6346,0.0790,0.1616,0.9210,0.8384
Young,4063,0.9503,0.7902,0.0500,0.0765,0.4984,0.0125,0.5016,0.9875
Senior,1380,0.8877,0.8877,0.4855,0.5123,0.1358,0.0877,0.8642,0.9123
