Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Young,93,0.6667,0.5999,0.7742,0.6344,0.1525,0.6471,0.8475,0.3529
Early-Middle,83,0.7952,0.5997,0.9157,0.7831,0.0462,0.7778,0.9538,0.2222
Late-Career,17,0.8824,0.7976,0.8824,0.7647,0.0000,0.5000,1.0000,0.5000
Mid-Career,57,0.7018,0.5875,0.8596,0.6667,0.0789,0.7368,0.9211,0.2632
