Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
male : single,140,0.7786,0.6751,0.8214,0.7429,0.0962,0.5833,0.9038,0.4167
female : divorced/separated/married,77,0.7662,0.7054,0.7792,0.6753,0.0962,0.5200,0.9038,0.4800
male : married/widowed,23,0.6522,0.4889,0.9130,0.6522,0.0667,0.8750,0.9333,0.1250
male : divorced/separated,10,0.7000,0.6970,0.5000,0.4000,0.2500,0.3333,0.7500,0.6667
