Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Early-Middle,4582,0.8095,0.7667,0.2608,0.3112,0.3871,0.1017,0.6129,0.8983
Senior,890,0.8539,0.7808,0.1787,0.2438,0.4332,0.0535,0.5668,0.9465
Young,3990,0.9519,0.7162,0.0291,0.0596,0.6597,0.0093,0.3403,0.9907
Late-Middle,2749,0.7857,0.7656,0.3281,0.3787,0.3497,0.1317,0.6503,0.8683
