Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9921,0.7707,0.0047,0.0126,0.6250,0.0000,0.3750,1.0000
Husband,4916,0.7333,0.7274,0.3999,0.4530,0.3529,0.1952,0.6471,0.8048
Not-in-family,3148,0.9285,0.7280,0.0429,0.0985,0.6452,0.0088,0.3548,0.9912
Unmarried,1311,0.9504,0.6943,0.0198,0.0648,0.7294,0.0024,0.2706,0.9976
Wife,580,0.7293,0.7234,0.4017,0.4517,0.3550,0.2013,0.6450,0.7987
Other-relative,352,0.9688,0.6685,0.0085,0.0398,0.7857,0.0000,0.2143,1.0000
