Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
White,10442,0.8452,0.7829,0.2095,0.2547,0.3925,0.0735,0.6075,0.9265
Black,1186,0.9207,0.7788,0.0776,0.1214,0.5069,0.0202,0.4931,0.9798
Amer-Indian-Eskimo,126,0.9286,0.7438,0.0635,0.0873,0.5455,0.0261,0.4545,0.9739
Asian-Pac-Islander,369,0.8428,0.7819,0.2114,0.2602,0.3958,0.0733,0.6042,0.9267
Other,88,0.9205,0.7721,0.0682,0.1250,0.5455,0.0130,0.4545,0.9870
