Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9921,0.7707,0.0047,0.0126,0.6250,0.0000,0.3750,1.0000
Husband,4916,0.7362,0.7305,0.4020,0.4530,0.3476,0.1945,0.6524,0.8055
Not-in-family,3148,0.9288,0.7228,0.0394,0.0985,0.6613,0.0067,0.3387,0.9933
Unmarried,1311,0.9512,0.7015,0.0206,0.0648,0.7176,0.0024,0.2824,0.9976
Wife,580,0.7517,0.7464,0.4034,0.4517,0.3282,0.1824,0.6718,0.8176
Other-relative,352,0.9688,0.6685,0.0085,0.0398,0.7857,0.0000,0.2143,1.0000
