Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Female,4057,0.9258,0.7863,0.0804,0.1117,0.4724,0.0241,0.5276,0.9759
Male,8154,0.8169,0.7729,0.2571,0.3028,0.3779,0.0985,0.6221,0.9015
