Group,Count,Accuracy,F1 Score,Selection Rate,Base Rate,FNR,FPR,TPR,TNR
Own-child,1904,0.9921,0.7707,0.0047,0.0126,0.6250,0.0000,0.3750,1.0000
Husband,4916,0.7347,0.7289,0.3997,0.4530,0.3516,0.1938,0.6484,0.8062
Not-in-family,3148,0.9327,0.7484,0.0457,0.0985,0.6097,0.0081,0.3903,0.9919
Unmarried,1311,0.9519,0.7135,0.0229,0.0648,0.6941,0.0033,0.3059,0.9967
Wife,580,0.7397,0.7357,0.4259,0.4517,0.3168,0.2138,0.6832,0.7862
Other-relative,352,0.9688,0.6685,0.0085,0.0398,0.7857,0.0000,0.2143,1.0000
